date;marketPrice
2026-09-02;6.26658
2026-09-01;6.27195
2026-08-31;6.32197
2026-08-30;6.32216
2026-08-29;6.32236
2026-08-28;6.29636
2026-08-27;6.28112
2026-08-26;6.27635
2026-08-25;6.24905
2026-08-24;6.27031
2026-08-23;6.27051
2026-08-22;6.2707
2026-08-21;6.24963
2026-08-20;6.27175
2026-08-19;6.26719
2026-08-18;6.33954
2026-08-17;6.32793
2026-08-16;6.32812
2026-08-15;6.32832
2026-08-14;6.34572
